Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,Range
201302089874,8,otc alterations permit,02/08/2013,3651,001,1100,,Church,St,,,"revision permit to clarify revison permit #201212035283 that automatic sprinkler are to be removed from original pa# 201207306070 per ab005. original sheet a2.1 included to clarify extent of conversion from ""u"" to ""r-2"" occupancy.",complete,05/10/2013,02/08/2013,02/12/2013,05/10/2013,02/12/2013,,3.0,3.0,,,02/07/2014,1.0,1.0,apartments,4.0,apartments,4.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94114.0,"(37.75313923252396, -122.42786359870719)",1295714249012.0,77
201302089874,8,otc alterations permit,02/08/2013,3651,001,1106,,Church,St,0.0,,"revision permit to clarify revison permit #201212035283 that automatic sprinkler are to be removed from original pa# 201207306070 per ab005. original sheet a2.1 included to clarify extent of conversion from ""u"" to ""r-2"" occupancy.",complete,05/10/2013,02/08/2013,02/12/2013,05/10/2013,02/12/2013,,3.0,3.0,,,02/07/2014,1.0,1.0,apartments,4.0,apartments,4.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94114.0,"(37.75313923252396, -122.42786359870719)",1295715412093.0,9
201302089871,8,otc alterations permit,02/08/2013,2693,013,4306,,19th,St,,,obtain final inspection for work approved under pa# 2003-0806-1376. all work is complete,expired,05/20/2016,02/08/2013,02/08/2013,,02/08/2013,,3.0,3.0,,,02/03/2014,1.0,1.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.759331838254234, -122.43729618276308)",1295716141932.0,49
201302089871,8,otc alterations permit,02/08/2013,2693,013,4308,,19th,St,,,obtain final inspection for work approved under pa# 2003-0806-1376. all work is complete,expired,05/20/2016,02/08/2013,02/08/2013,,02/08/2013,,3.0,3.0,,,02/03/2014,1.0,1.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.759331838254234, -122.43729618276308)",1295717388418.0,10
201302119875,8,otc alterations permit,02/11/2013,3558,026,263,,Sanchez,St,,,"repair rear stair treads as necessary, replace in kind balusters to comply with code. this work constitutes less than 50% of deck to repair",complete,02/21/2013,02/11/2013,02/11/2013,02/21/2013,02/11/2013,,2.0,2.0,,,02/06/2014,750.0,750.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.76490762317945, -122.43057167927891)",1295718158503.0,34
201302119875,8,otc alterations permit,02/11/2013,3558,026,265,,Sanchez,St,,,"repair rear stair treads as necessary, replace in kind balusters to comply with code. this work constitutes less than 50% of deck to repair",complete,02/21/2013,02/11/2013,02/11/2013,02/21/2013,02/11/2013,,2.0,2.0,,,02/06/2014,750.0,750.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.76490762317945, -122.43057167927891)",1295719379977.0,39
201302119876,8,otc alterations permit,02/11/2013,0259,026,555,,California,St,,,"replacement of fire alarm devices on flrs 11-17 due to water damage, the replacement part totals are 80 smoke detectors, 30 duct detectors, 24 monitor modules, 2 pull stations, 2 strobe power supplies and approx 500 notification devices (speakers and strobes), all replaced initiating devices to be",issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,52.0,52.0,,Y,01/27/2016,171800.0,171800.0,office,0.0,office,0.0,0.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94104.0,"(37.79226164705184, -122.4034859571375)",1295720466579.0,48
201302119877,8,otc alterations permit,02/11/2013,5722,010,654,,Moultrie,St,,,reroofing,complete,03/04/2013,02/11/2013,02/11/2013,03/04/2013,02/11/2013,,2.0,2.0,,,02/06/2014,12000.0,12000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Bernal Heights,94110.0,"(37.73648983864794, -122.41621216167243)",1295721187857.0,44
201302119878,8,otc alterations permit,02/11/2013,0692,004,1005,,Larkin,St,,,replace fire alarm panel in kind,complete,02/26/2013,02/11/2013,02/11/2013,02/26/2013,02/11/2013,,4.0,4.0,,Y,02/06/2014,3000.0,3000.0,apartments,28.0,apartments,28.0,2.0,,3.0,constr type 3,3.0,constr type 3,,3.0,Nob Hill,94109.0,"(37.78722929603072, -122.41849222292733)",12957222234.0,1
201302119879,8,otc alterations permit,02/11/2013,0440A,015,312,,Avila,St,,,"basement alteration as per plan. remove non conforming construction.  remove living room, kitchen & toilet (full bath at garage area.  remove for rental use",cancelled,03/05/2013,02/11/2013,02/14/2013,,02/14/2013,,1.0,1.0,,,02/09/2014,2000.0,2000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.80418551967725, -122.44085432789329)",129572370538.0,72
201302119880,8,otc alterations permit,02/11/2013,1119,005,45,,Anzavista,Av,,,rebuild the rotted deck & post at lower level.  replace decking for the existing balcony at upper level.,complete,12/13/2013,02/11/2013,05/28/2013,12/13/2013,05/28/2013,Y,2.0,2.0,,,05/23/2014,12000.0,18000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Lone Mountain/USF,94115.0,"(37.77946110660414, -122.44259721237896)",129572489934.0,0
201302119881,8,otc alterations permit,02/11/2013,2921,007,125,,Vasquez,Av,,,reroofing,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,2.0,2.0,,,02/06/2014,9800.0,9800.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.74467738515877, -122.45961543964741)",1295725147196.0,11
M370747,8,otc alterations permit,02/11/2013,0010,001,2801,,Leavenworth,St,,,street space permit,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,2.0,Russian Hill,94109.0,"(37.80727775846843, -122.4194770824381)",129572656167.0,26
201302119882,8,otc alterations permit,02/11/2013,0154,021,1492,,Pacific,Av,,,"unit#4 clear nov dated 1-29-13. work to include remodel kitchen, replace vanity @ bathroom, relocate closet wall @ living/dining area, enlarge opening in non-bearing wall in living/dining area, build (n) closet @ bedroom",complete,04/22/2013,02/11/2013,02/11/2013,04/22/2013,02/11/2013,,3.0,3.0,,,02/06/2014,16000.0,20000.0,apartments,14.0,apartments,14.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Russian Hill,94109.0,"(37.79542437963778, -122.41972789195566)",1295727232212.0,94
201302119883,8,otc alterations permit,02/11/2013,1267,013,122,,Carl,St,,,"replace 1 kitchen window in lightwell, no structural work, u value c.4",complete,09/18/2013,02/11/2013,02/11/2013,09/18/2013,02/11/2013,,3.0,3.0,,,02/06/2014,350.0,350.0,apartments,7.0,apartments,7.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.76598274861415, -122.4507745735137)",129572894525.0,42
M370748,8,otc alterations permit,02/11/2013,5718,037,118,,Highland,Av,,,street space,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,9.0,Bernal Heights,94110.0,"(37.73715498756463, -122.42346926371002)",1295729187674.0,19
201302119884,8,otc alterations permit,02/11/2013,1806,048,1419,,47th,Av,,,"replace windows & siding on front facade. change out cabinets in both units. re-tile 2 kitchens, 4 bathrooms. replace windows at back of house in kind, 14 windows total. no change on walls & openings",complete,06/13/2013,02/11/2013,02/11/2013,06/13/2013,02/11/2013,,3.0,3.0,,,02/06/2014,70000.0,70000.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.759944442504434, -122.50729670817603)",1295730115074.0,85
201302119884,8,otc alterations permit,02/11/2013,1806,048,1421,,47th,Av,,,"replace windows & siding on front facade. change out cabinets in both units. re-tile 2 kitchens, 4 bathrooms. replace windows at back of house in kind, 14 windows total. no change on walls & openings",complete,06/13/2013,02/11/2013,02/11/2013,06/13/2013,02/11/2013,,3.0,3.0,,,02/06/2014,70000.0,70000.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.759944442504434, -122.50729670817603)",1295731361271.0,1
M370749,8,otc alterations permit,02/11/2013,1239,026,242,,Divisadero,St,,,street space,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,5.0,Haight Ashbury,94117.0,"(37.771119222652096, -122.43668090792414)",1295732240859.0,60
201302119885,3,additions alterations or repairs,02/11/2013,0439A,050,31,,Rico,Wy,,,horizontal addition & remodel of (e) residence. removal of (e) residential unit through merger.,complete,05/12/2015,02/11/2013,10/08/2013,05/12/2015,12/30/2013,Y,3.0,3.0,,,09/22/2016,395000.0,395000.0,2 family dwelling,2.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,2.0,Marina,94123.0,"(37.80464175068278, -122.43895011709814)",129573370486.0,82
201302119894,8,otc alterations permit,02/11/2013,0867,012A,111,,Germania,St,,,"3.5 bathroom re-tile.  new kitchen counter top, repaint kitchen cabinet, remove susperded ceiling - work to be performed to 111 1/2 germania st",complete,05/14/2013,02/11/2013,02/11/2013,05/14/2013,02/11/2013,,2.0,2.0,,,02/06/2014,10000.0,10000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Hayes Valley,94117.0,"(37.77050337880195, -122.43074918081558)",129573483551.0,92
201302119886,8,otc alterations permit,02/11/2013,6632,063,317,,29th,St,,,reroofing,complete,05/22/2013,02/11/2013,02/11/2013,05/22/2013,02/11/2013,,4.0,4.0,,,02/06/2014,25000.0,25000.0,apartments,25.0,apartments,25.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94131.0,"(37.74335955566363, -122.42749008813581)",1295735457186.0,62
M370767,8,otc alterations permit,02/11/2013,2368,039,2936,,Taraval,St,,,street space permit,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,4.0,Sunset/Parkside,94116.0,"(37.74232647622979, -122.49775818736366)",1295736132950.0,11
201302119895,8,otc alterations permit,02/11/2013,1769,012,1359,,14th,Av,,,"remodel kitchen:replace cabinets, counters, finishes, floor,back splash, reconfigure door from dining room to kitchen.",complete,06/04/2013,02/11/2013,02/11/2013,06/04/2013,02/11/2013,,2.0,2.0,,,02/06/2014,25000.0,25000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Inner Sunset,94122.0,"(37.7626856204543, -122.47193155066971)",1295737113352.0,49
201302119896,8,otc alterations permit,02/11/2013,0013,006,2770,,Taylor,St,,,"demolition of extg non-bearing walls, ceilings. light fixtures, casework, flooring and wall finishes.",complete,05/05/2017,02/11/2013,02/27/2013,05/05/2017,02/27/2013,,3.0,3.0,,,02/22/2014,35000.0,52680.0,office,0.0,office,0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,North Beach,94133.0,"(37.8079667171868, -122.41546040340171)",1295738230551.0,63
201302119891,8,otc alterations permit,02/11/2013,3120,022,270,,Flood,Av,,,"install wood composite siding to back right sides, walls, no structural changes, not visible from the street",complete,03/01/2013,02/11/2013,02/11/2013,03/01/2013,02/11/2013,,2.0,2.0,,,02/06/2014,5909.0,5909.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94112.0,"(37.730142035274284, -122.44582446363286)",1295739152924.0,9
201302119892,8,otc alterations permit,02/11/2013,5335A,078,9,,Vista View,Ct,,,"replace 5 windows and 1 patio door, visible from the street, no structural changes, max u factor .40",issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,2.0,2.0,,,02/06/2014,6659.0,6659.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Bayview Hunters Point,94124.0,"(37.73354468084702, -122.39518272173318)",1295740179722.0,24
201302119890,8,otc alterations permit,02/11/2013,1055,028,720,,Presidio,Av,301.0,,reroofing,complete,02/28/2013,02/11/2013,02/11/2013,02/28/2013,02/11/2013,,4.0,4.0,,,02/06/2014,1850.0,1850.0,apartments,6.0,apartments,6.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Presidio Heights,94115.0,"(37.785062480729366, -122.44594433731417)",129574188460.0,68
201301258779,8,otc alterations permit,01/25/2013,4991,607,118,,Diamond Cove,Tr,,,bldg 16 floor & roof truss designs reference pa#2005-1228-1121,complete,02/27/2013,01/25/2013,02/11/2013,02/27/2013,02/11/2013,,,3.0,,,02/06/2014,1.0,1.0,vacant lot,,apartments,4.0,2.0,,,,5.0,wood frame (5),,10.0,Bayview Hunters Point,94134.0,"(37.71291861840114, -122.39459485707926)",1295742459176.0,26
201302119897,8,otc alterations permit,02/11/2013,5836,005,424,,College,Av,,,remove and replace (5) windows visible from street - in kind.  replace with milgard fiberglass/wood clad,complete,04/05/2013,02/11/2013,02/11/2013,04/05/2013,02/11/2013,,3.0,3.0,,,02/06/2014,2000.0,2000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Bernal Heights,94112.0,"(37.73306287182108, -122.42393242657496)",1295743189125.0,52
201302119889,8,otc alterations permit,02/11/2013,3202,014,168,,Delano,Av,,,"replace 3 windows; not visible from the street, no structural changes, max u factor .40",complete,04/11/2013,02/11/2013,02/11/2013,04/11/2013,02/11/2013,,2.0,2.0,,,02/06/2014,1849.0,1849.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Outer Mission,94112.0,"(37.72582581344244, -122.44147406800668)",1295744154733.0,54
201302119888,8,otc alterations permit,02/11/2013,2994,046,9,,Dalewood,Wy,,,"replace 12 windows visible from the street, no structural changes, max u factor .40 wood framed windows",complete,07/18/2013,02/11/2013,02/11/2013,07/18/2013,02/11/2013,,2.0,2.0,,,02/06/2014,14481.0,14481.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.736824233950394, -122.45422838592168)",1295745149313.0,85
201302119887,8,otc alterations permit,02/11/2013,1847,031,1480,,07th,Av,,,"insulate walls, no structural changes",complete,02/28/2013,02/11/2013,02/11/2013,02/28/2013,02/11/2013,,2.0,2.0,,,02/06/2014,3300.0,3300.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Inner Sunset,94122.0,"(37.760837880954654, -122.4636129545632)",1295746117130.0,78
201302119898,8,otc alterations permit,02/11/2013,0220,020,1356,,Sacramento,St,,,"voluntary install 3 new steel beams at garage with new footings, no additional habitabel space",complete,12/31/2013,02/11/2013,02/15/2013,12/31/2013,02/15/2013,,3.0,3.0,,,02/10/2014,17000.0,17000.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Nob Hill,94109.0,"(37.79238289927065, -122.41527314704147)",129574762834.0,29
201302119898,8,otc alterations permit,02/11/2013,0220,020,1360,,Sacramento,St,,,"voluntary install 3 new steel beams at garage with new footings, no additional habitabel space",complete,12/31/2013,02/11/2013,02/15/2013,12/31/2013,02/15/2013,,3.0,3.0,,,02/10/2014,17000.0,17000.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Nob Hill,94109.0,"(37.79238289927065, -122.41527314704147)",1295748273266.0,1
201302119900,8,otc alterations permit,02/11/2013,3590,035,2205,,Mission,St,,,replace stucco at front facade of building in kind.,suspend,04/26/2013,02/11/2013,02/12/2013,,02/12/2013,,2.0,2.0,,,02/07/2014,1200.0,1200.0,retail sales,0.0,retail sales,0.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.76168242041599, -122.4189473254468)",1295749160599.0,78
201302119899,8,otc alterations permit,02/11/2013,2190,006,2134,,28th,Av,,,repair stucco in front wall about 100 sq. ft.,complete,03/27/2013,02/11/2013,02/11/2013,03/27/2013,02/11/2013,,2.0,2.0,,,02/06/2014,2500.0,2500.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.74754426776992, -122.48535112853659)",1295750129342.0,0
201302119901,8,otc alterations permit,02/11/2013,1893,045,4307,,Kirkham,St,,,reroofing,complete,02/13/2013,02/11/2013,02/11/2013,02/13/2013,02/11/2013,,1.0,1.0,,,02/06/2014,5850.0,5850.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.758251703525076, -122.5071918823146)",1295751119186.0,15
201302119902,8,otc alterations permit,02/11/2013,3705,039,55,,05th,St,0.0,,"provide & install new battery cabinets with (2) 50 ah batteries, (1) nac panel, (1) smoke detector, (7) horn/strobes & (8) horns only.",complete,04/15/2013,02/11/2013,02/11/2013,04/15/2013,02/11/2013,,8.0,8.0,,Y,02/06/2014,11000.0,11000.0,tourist hotel/motel,108.0,tourist hotel/motel,108.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,South of Market,94103.0,"(37.783509813928575, -122.40685148607317)",1295752418762.0,33
201302119903,8,otc alterations permit,02/11/2013,0290,011,1,,Bush,St,0.0,,"fire alarm system t.i. to 8th floor.  relocate 26 existing speakers/strobes, relocate 2 smoke, relocate 2 door holders, demo 3 smokes & 2 door holders. add 9 new devices.  t.i ref pa#201212286961",complete,04/17/2013,02/11/2013,02/11/2013,04/17/2013,02/11/2013,,19.0,19.0,,Y,02/06/2014,8000.0,8000.0,office,,office,,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94104.0,"(37.790854025012, -122.40010780556314)",1295753299062.0,32
201302119905,8,otc alterations permit,02/11/2013,3725,087,965,,Mission,St,,,tenant improvement.  fire alarm system t.i pa# 201302019306,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,7.0,7.0,,Y,02/06/2014,2800.0,2800.0,office,,office,,2.0,,2.0,constr type 2,2.0,constr type 2,,6.0,South of Market,94103.0,"(37.781409914429965, -122.40754741713594)",1295754351769.0,69
201302119904,8,otc alterations permit,02/11/2013,7150,045,657,,Palmetto,Av,,,"to remodel ground fl. add (2) two bedrooms, add (2) full bathrooms & (1) one storage. second floor legalize (1) one full bathroom.",complete,08/08/2013,02/11/2013,02/13/2013,08/08/2013,02/13/2013,,2.0,2.0,,,02/08/2014,55000.0,75000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Oceanview/Merced/Ingleside,94132.0,"(37.710448650338144, -122.47020459632297)",1295755223337.0,30
M370788,8,otc alterations permit,02/11/2013,2618A,002,20,,Loma Vista,Tr,,,street space,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,8.0,Castro/Upper Market,94117.0,"(37.76494489981193, -122.44340677171178)",1295757139620.0,47
201302119907,8,otc alterations permit,02/11/2013,3979,001,444,,De Haro,St,,,"new entrance doors, new awning & removal of side doors",issued,03/28/2013,02/11/2013,03/28/2013,,03/28/2013,,2.0,2.0,,,03/12/2016,165000.0,165000.0,office,0.0,office,0.0,2.0,,3.0,constr type 3,3.0,constr type 3,,10.0,Potrero Hill,94107.0,"(37.764169213087676, -122.40202096885237)",1295758168319.0,58
201302119906,8,otc alterations permit,02/11/2013,3785,022,149,,Bluxome,St,,,revision to pa#2013-01-17-8215. to add (5) five additional private office including structural.,complete,04/18/2013,02/11/2013,02/19/2013,04/18/2013,02/19/2013,,2.0,2.0,,,02/14/2014,5000.0,25000.0,office,0.0,office,0.0,2.0,,2.0,constr type 2,2.0,constr type 2,,6.0,Mission Bay,94107.0,"(37.77486963099263, -122.39891358541841)",1295759167662.0,73
201302119909,8,otc alterations permit,02/11/2013,0860,066,250,,Laussat,St,0.0,,"interior remodel - remodel kitchen, remove (e) wall at stairs, (n) guardrail, (n) ridgid frame. work in one unit.",complete,07/30/2013,02/11/2013,02/19/2013,07/30/2013,02/19/2013,,3.0,3.0,,,02/14/2014,10000.0,20000.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Hayes Valley,94117.0,"(37.771642283609424, -122.4312854177035)",1295760420869.0,7
201302119910,8,otc alterations permit,02/11/2013,1009,019,308,,Laurel,St,,,bathroom remodel,complete,04/02/2013,02/11/2013,02/11/2013,04/02/2013,02/11/2013,,3.0,3.0,,,02/06/2014,43000.0,43000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Presidio Heights,94118.0,"(37.78834413109499, -122.45010835121585)",129576186988.0,30
201302119911,8,otc alterations permit,02/11/2013,0321,030,781,,Ofarrell,St,,,"unit #505-comply with nov# 201153012-interior remodel-kitchen & bathroom. structural work incluse re-inforce concrete, beams, columns & walls",issued,02/15/2013,02/11/2013,02/15/2013,,02/15/2013,,6.0,6.0,,,02/10/2014,50000.0,50000.0,apartments,30.0,apartments,30.0,2.0,,3.0,constr type 3,3.0,constr type 3,,6.0,Tenderloin,94109.0,"(37.7850007358415, -122.41750977274822)",129576269496.0,85
201302119912,8,otc alterations permit,02/11/2013,0650,013,1930,,Pine,St,,,"replace foundation & slab on grade, no habitable space added. excavate existing crawl space to create new storage space of approx. 600 sq.ft. in basement. remove existing building footing and replace with new 8 feet height retaining wall & new slab on grade, no habitable space being added.",cancelled,10/02/2014,02/11/2013,05/09/2013,,05/09/2013,,2.0,2.0,,,05/04/2014,98000.0,98000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Pacific Heights,94109.0,"(37.788824533816424, -122.42852008535499)",129576377718.0,30
201302119913,8,otc alterations permit,02/11/2013,6171,010,114,,Ward,St,,,"replace of doors and repair 1/3 of the house, mostly holes in the walls.",issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,2.0,2.0,,,02/06/2014,1000.0,1000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Portola,94134.0,"(37.71910784115486, -122.40153599130839)",1295764197488.0,41
201302119914,8,otc alterations permit,02/11/2013,2703,020,210,,Eagle,St,,,"replace rotted swing garage door with sectional roll-up door; install false header, 1x4 stop and 2x4 face frame filler, comply with complaint #201257462",issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,3.0,3.0,,,02/06/2014,1525.0,1525.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.75882621258816, -122.44452223140763)",1295765289404.0,8
201302119915,3,additions alterations or repairs,02/11/2013,4295,008,826,,26th,St,,,to comply with nov 201385811; change of use - convert (e) warehouse to a  club (dance) and bar,cancelled,02/20/2015,02/11/2013,07/18/2014,,07/18/2014,,1.0,1.0,,,07/02/2017,1000.0,165489.0,dance hall,,dance hall,,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Bayview Hunters Point,94107.0,"(37.75168527571402, -122.38822364909296)",1295766173378.0,65
201302119916,8,otc alterations permit,02/11/2013,0293,003,123,,Kearny,St,,,sprinkler monitoring system. install sprinkler monitoring system to monitor the sprinkler water and tamper switches. sprinkler permit is under pa#2012-1214-6232. ref app#2012-0315-6123 (ti work),complete,10/15/2013,02/11/2013,04/29/2013,10/15/2013,04/29/2013,,2.0,2.0,,Y,04/24/2014,9500.0,9500.0,retail sales,0.0,retail sales,0.0,2.0,,2.0,constr type 2,2.0,constr type 2,,3.0,Financial District/South Beach,94108.0,"(37.78923458325202, -122.40404217142624)",1295767471152.0,85
201302119917,8,otc alterations permit,02/11/2013,6599,031,131,,Duncan,St,,,to comply with physical inspection report # cc-7190,complete,03/19/2013,02/11/2013,02/11/2013,03/19/2013,02/11/2013,,2.0,2.0,,,02/06/2014,10000.0,10000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94110.0,"(37.74608596435352, -122.42304601167103)",1295768208733.0,8
M370807,8,otc alterations permit,02/11/2013,6979,010,143,,Harold,Av,,,street space and sidewalk repair,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,11.0,Oceanview/Merced/Ingleside,94112.0,"(37.72084307774157, -122.45339408689662)",1295769216052.0,49
201302119918,8,otc alterations permit,02/11/2013,2846,009,20,,Parkridge,Dr,,,"to comply with complaint # 201144988 & nov. 2-11-13, remodel kitchen & bath  in both units repair sheetrock, where needed all electricla fixtures to be same, replace windows in kind & not visible from the street u factor <.4",reinstated,04/02/2013,02/11/2013,02/11/2013,,02/11/2013,,3.0,3.0,,,02/06/2014,25000.0,25000.0,apartments,12.0,apartments,12.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Twin Peaks,94131.0,"(37.75118192040648, -122.44543829718371)",1295770145761.0,64
201302119919,8,otc alterations permit,02/11/2013,1272,022,129,,Carl,St,,,"replace existing siding on back wall of building with cement board siding, install new r-3 insulation, install new 1/2"" sheathing 1/2"" cdx struct 1/80 common 4"" nailing @ edge.",complete,05/13/2013,02/11/2013,02/11/2013,05/13/2013,02/11/2013,,3.0,3.0,,,02/06/2014,16000.0,16000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.76542245413574, -122.45066382197412)",1295771489455.0,91
201302119919,8,otc alterations permit,02/11/2013,1272,022,127,,Carl,St,,,"replace existing siding on back wall of building with cement board siding, install new r-3 insulation, install new 1/2"" sheathing 1/2"" cdx struct 1/80 common 4"" nailing @ edge.",complete,05/13/2013,02/11/2013,02/11/2013,05/13/2013,02/11/2013,,3.0,3.0,,,02/06/2014,16000.0,16000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.76542245413574, -122.45066382197412)",129577294956.0,50
201302119920,8,otc alterations permit,02/11/2013,0676,029,1875,,Buchanan,St,,,reroofing,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,3.0,3.0,,,02/06/2014,5000.0,5000.0,apartments,18.0,apartments,18.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Pacific Heights,94115.0,"(37.78718586754698, -122.43047112858336)",129577378512.0,48
